locus_tag,ftype,length_bp,gene,EC_number,COG,product,strain,functional_category
EMCHGFBB_00180,CDS,444,mgrA,,COG1846,HTH-type transcriptional regulator MgrA,JAQFWG010000001,Regulation
EMCHGFBB_00181,CDS,927,yciC,3.6.5.-,COG0523,Zinc chaperone YciC,JAQFWG010000001,Stress response
EMCHGFBB_00182,CDS,909,ydhF,1.-.-.-,COG4989,Oxidoreductase YdhF,JAQFWG010000001,Redox / energy
EMCHGFBB_00183,CDS,309,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00184,CDS,948,mdh,1.1.1.37,COG0039,Malate dehydrogenase,JAQFWG010000001,Redox / energy
EMCHGFBB_00185,CDS,1557,ybhI,,COG0471,Inner membrane protein YbhI,JAQFWG010000001,Other
EMCHGFBB_00186,CDS,1374,phrB,4.1.99.3,,Deoxyribodipyrimidine photo-lyase,JAQFWG010000001,Other
EMCHGFBB_00187,CDS,279,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00188,CDS,618,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00189,CDS,1161,norA,,,Quinolone resistance protein NorA,JAQFWG010000001,Other
EMCHGFBB_00190,CDS,564,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00191,CDS,483,ybaK,4.2.-.-,COG2606,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,JAQFWG010000001,Other
EMCHGFBB_00192,CDS,759,glpR,,COG1349,Glycerol-3-phosphate regulon repressor,JAQFWG010000001,Other
EMCHGFBB_00193,CDS,921,tagK,2.7.1.234,COG1105,D-tagatose-1-phosphate kinase,JAQFWG010000001,Regulation
EMCHGFBB_00194,CDS,1965,fruA,,COG1299,PTS system fructose-specific EIIABC component,JAQFWG010000001,Other
EMCHGFBB_00195,CDS,1245,nagA,3.5.1.25,COG1820,N-acetylglucosamine-6-phosphate deacetylase,JAQFWG010000001,Other
EMCHGFBB_00196,CDS,1350,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00197,CDS,843,,1.1.1.-,COG0656,Aldo-keto reductase/MSMEI_2347,JAQFWG010000001,Other
EMCHGFBB_00198,CDS,1107,csbB,2.4.-.-,COG0463,Putative glycosyltransferase CsbB,JAQFWG010000001,Other
EMCHGFBB_00199,CDS,585,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00200,CDS,714,queE,4.3.99.3,COG0602,7-carboxy-7-deazaguanine synthase,JAQFWG010000001,Metabolism
EMCHGFBB_00201,CDS,420,queD,4.1.2.50,COG0720,"6-carboxy-5,6,7,8-tetrahydropterin synthase",JAQFWG010000001,Metabolism
EMCHGFBB_00202,CDS,672,queC,6.3.4.20,COG0603,7-cyano-7-deazaguanine synthase,JAQFWG010000001,Metabolism
EMCHGFBB_00203,CDS,594,trpG_1,4.1.3.27,,Anthranilate synthase component 2,JAQFWG010000001,Metabolism
EMCHGFBB_00204,CDS,1146,menF,5.4.4.2,,Isochorismate synthase MenF,JAQFWG010000001,Metabolism
EMCHGFBB_00205,CDS,609,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00206,CDS,207,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00207,CDS,708,pxpB_1,3.5.2.9,COG2049,5-oxoprolinase subunit B,JAQFWG010000001,Other
EMCHGFBB_00208,CDS,1005,pxpC_1,3.5.2.9,COG1984,5-oxoprolinase subunit C,JAQFWG010000001,Other
EMCHGFBB_00209,CDS,1941,ltaS,,COG1368,Lipoteichoic acid synthase,JAQFWG010000001,Metabolism
EMCHGFBB_00210,CDS,816,,,COG0428,Zinc transporter ZIPB,JAQFWG010000001,Transport
EMCHGFBB_00211,CDS,1884,uup_1,3.6.1.-,COG0488,ATP-binding protein Uup,JAQFWG010000001,Other
EMCHGFBB_00212,CDS,1779,recQ,5.6.2.4,COG0514,ATP-dependent DNA helicase RecQ,JAQFWG010000001,Other
EMCHGFBB_00213,CDS,966,uup_2,3.6.1.-,,ATP-binding protein Uup,JAQFWG010000001,Other
EMCHGFBB_00214,CDS,1518,egtUBC,,COG1174,putative ergothioneine transporter EgtUBC,JAQFWG010000001,Transport
EMCHGFBB_00215,CDS,1056,hisC,2.6.1.9,,Histidinol-phosphate aminotransferase,JAQFWG010000001,Other
EMCHGFBB_00216,CDS,537,,3.1.3.-,COG4502,Putative 5'(3')-deoxyribonucleotidase,JAQFWG010000001,Other
EMCHGFBB_00217,CDS,930,,2.7.1.-,,Putative lipid kinase,JAQFWG010000001,Regulation
EMCHGFBB_00218,CDS,1506,dtpT,,,Di-/tripeptide transporter,JAQFWG010000001,Transport
EMCHGFBB_00219,CDS,501,queF,1.7.1.13,COG0780,NADPH-dependent 7-cyano-7-deazaguanine reductase,JAQFWG010000001,Other
EMCHGFBB_00220,CDS,879,cntI,,,Pseudopaline exporter CntI,JAQFWG010000001,Other
EMCHGFBB_00221,CDS,399,nrdI,,COG1780,Protein NrdI,JAQFWG010000001,Other
EMCHGFBB_00222,CDS,2106,nrdE,1.17.4.1,COG0209,Ribonucleoside-diphosphate reductase subunit alpha,JAQFWG010000001,Other
EMCHGFBB_00223,CDS,975,nrdF,1.17.4.1,COG0208,Ribonucleoside-diphosphate reductase subunit beta,JAQFWG010000001,Other
EMCHGFBB_00224,CDS,969,yclN,,COG4606,Petrobactin import system permease protein YclN,JAQFWG010000001,Transport
EMCHGFBB_00225,CDS,960,yclO,,COG4605,Petrobactin import system permease protein YclO,JAQFWG010000001,Transport
EMCHGFBB_00226,CDS,774,yclP,7.2.2.-,COG4604,Petrobactin import ATP-binding protein YclP,JAQFWG010000001,Other
EMCHGFBB_00227,CDS,1035,yclQ_1,,COG4607,Petrobactin-binding protein YclQ,JAQFWG010000001,Other
EMCHGFBB_00228,CDS,924,murB,1.3.1.98,,UDP-N-acetylenolpyruvoylglucosamine reductase,JAQFWG010000001,Other
EMCHGFBB_00229,CDS,528,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00230,CDS,891,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00231,CDS,321,brxC,,COG3118,Monothiol bacilliredoxin BrxC,JAQFWG010000001,Other
EMCHGFBB_00232,CDS,1125,garK,2.7.1.165,COG1929,Glycerate 2-kinase,JAQFWG010000001,Regulation
EMCHGFBB_00233,CDS,1239,pepT_1,3.4.11.4,COG2195,Peptidase T,JAQFWG010000001,Other
EMCHGFBB_00234,CDS,495,yjjB,,COG3610,putative succinate transporter subunit YjjB,JAQFWG010000001,Transport
EMCHGFBB_00235,CDS,762,,,COG2966,putative threonine/serine exporter,JAQFWG010000001,Other
EMCHGFBB_00236,CDS,1071,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00237,CDS,1080,tagO,2.7.8.33,COG0472,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase,JAQFWG010000001,Other
EMCHGFBB_00238,CDS,642,yigZ,,COG1739,IMPACT family member YigZ,JAQFWG010000001,Other
EMCHGFBB_00239,CDS,867,,,,DegV domain-containing protein,JAQFWG010000001,Other
EMCHGFBB_00240,CDS,1338,comFA,3.6.4.-,COG4098,Competence protein ComFA,JAQFWG010000001,Other
EMCHGFBB_00241,CDS,675,comFC,,COG1040,Competence protein ComFC,JAQFWG010000001,Other
EMCHGFBB_00242,CDS,576,hpf,,,Ribosome hibernation promotion factor,JAQFWG010000001,Other
EMCHGFBB_00243,CDS,2535,secA1,7.4.2.8,COG0653,Protein translocase subunit SecA 1,JAQFWG010000001,Other
EMCHGFBB_00244,CDS,993,prfB,,,Peptide chain release factor 2,JAQFWG010000001,Other
EMCHGFBB_00245,CDS,147,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00246,CDS,627,,3.5.1.28,COG1388,putative autolysin LDP,JAQFWG010000001,Other
EMCHGFBB_00247,CDS,642,yfbR,3.1.3.89,COG1896,5'-deoxynucleotidase YfbR,JAQFWG010000001,Other
EMCHGFBB_00248,CDS,228,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00249,CDS,1986,uvrB,,,UvrABC system protein B,JAQFWG010000001,Other
EMCHGFBB_00250,CDS,2841,uvrA,,,UvrABC system protein A,JAQFWG010000001,Other
EMCHGFBB_00251,CDS,933,hprK,2.7.11.-,,HPr kinase/phosphorylase,JAQFWG010000001,Regulation
EMCHGFBB_00252,CDS,837,lgt,2.5.1.145,,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,JAQFWG010000001,Other
EMCHGFBB_00253,CDS,333,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00254,CDS,1440,bepA,3.4.-.-,,Beta-barrel assembly-enhancing protease,JAQFWG010000001,Other
EMCHGFBB_00255,CDS,942,trxB,1.8.1.9,,Thioredoxin reductase,JAQFWG010000001,Other
EMCHGFBB_00256,CDS,912,,,,Nucleotide-binding protein,JAQFWG010000001,Other
EMCHGFBB_00257,CDS,996,,,COG0391,Gluconeogenesis factor,JAQFWG010000001,Other
EMCHGFBB_00258,CDS,945,whiA,,COG1481,putative cell division protein WhiA,JAQFWG010000001,Other
EMCHGFBB_00259,CDS,1038,xerC_2,,,Tyrosine recombinase XerC,JAQFWG010000001,Other
EMCHGFBB_00260,CDS,168,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00261,CDS,114,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00262,CDS,261,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00263,CDS,495,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00264,CDS,402,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00265,CDS,192,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00266,CDS,165,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00267,CDS,672,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00268,CDS,339,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00269,CDS,195,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00270,CDS,792,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00271,CDS,222,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00272,CDS,234,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00273,CDS,105,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00274,CDS,189,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00275,CDS,150,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00276,CDS,315,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00277,CDS,174,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00278,CDS,219,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00279,CDS,228,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00280,CDS,624,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00281,CDS,414,ssb,,COG0629,Single-stranded DNA-binding protein,JAQFWG010000001,Other
EMCHGFBB_00282,CDS,666,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00283,CDS,483,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00284,CDS,747,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00285,CDS,354,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00286,CDS,1248,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00287,CDS,231,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00288,CDS,228,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00289,CDS,408,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00290,CDS,159,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00291,CDS,351,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00292,CDS,258,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00293,CDS,435,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00294,CDS,681,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00295,CDS,201,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00296,CDS,357,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00297,CDS,321,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00298,CDS,258,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00299,CDS,207,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00300,CDS,153,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00301,CDS,174,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00302,CDS,204,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00303,CDS,375,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00304,CDS,432,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00305,CDS,270,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00306,CDS,360,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00307,CDS,1662,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00308,CDS,1167,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00309,CDS,870,clpP_1,3.4.21.92,,ATP-dependent Clp protease proteolytic subunit,JAQFWG010000001,Other
EMCHGFBB_00310,CDS,1191,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00311,CDS,297,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00312,CDS,366,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00313,CDS,402,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00314,CDS,408,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00315,CDS,612,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00316,CDS,168,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00317,CDS,360,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00318,CDS,168,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00319,CDS,1626,smc_1,,,Chromosome partition protein Smc,JAQFWG010000001,Other
EMCHGFBB_00320,CDS,2454,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00321,CDS,2070,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00322,CDS,1491,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00323,CDS,3531,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00324,CDS,147,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00325,CDS,288,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00326,CDS,417,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00327,CDS,402,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00328,CDS,252,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00329,CDS,1413,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00330,CDS,147,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00331,CDS,213,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00332,tRNA,73,,,,tRNA-Arg(ccg),JAQFWG010000001,Other
EMCHGFBB_00333,CDS,591,clpP_2,3.4.21.92,COG0740,ATP-dependent Clp protease proteolytic subunit,JAQFWG010000001,Other
EMCHGFBB_00334,CDS,219,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00335,CDS,900,,,,Epimerase family protein,JAQFWG010000001,Other
EMCHGFBB_00336,CDS,687,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00337,CDS,222,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00338,CDS,1014,cggR,,COG2390,Central glycolytic genes regulator,JAQFWG010000001,Regulation
EMCHGFBB_00339,CDS,1008,gapA1,1.2.1.12,,Glyceraldehyde-3-phosphate dehydrogenase 1,JAQFWG010000001,Redox / energy
EMCHGFBB_00340,CDS,1191,pgk,2.7.2.3,,Phosphoglycerate kinase,JAQFWG010000001,Regulation
EMCHGFBB_00341,CDS,762,tpiA,5.3.1.1,,Triosephosphate isomerase,JAQFWG010000001,Other
EMCHGFBB_00342,CDS,1518,gpmI,5.4.2.12,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",JAQFWG010000001,Other
EMCHGFBB_00343,CDS,1305,eno,4.2.1.11,COG0148,Enolase,JAQFWG010000001,Other
EMCHGFBB_00344,CDS,459,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00345,CDS,234,secG,,COG1314,putative protein-export membrane protein SecG,JAQFWG010000001,Other
EMCHGFBB_00346,CDS,741,est,3.1.1.1,,Carboxylesterase,JAQFWG010000001,Other
EMCHGFBB_00347,CDS,2376,rnr,3.1.13.1,COG0557,Ribonuclease R,JAQFWG010000001,Other
EMCHGFBB_00348,CDS,465,smpB,,COG0691,SsrA-binding protein,JAQFWG010000001,Other
EMCHGFBB_00349,tmRNA,359,ssrA,,,"transfer-messenger RNA, SsrA",JAQFWG010000001,Other
EMCHGFBB_00350,CDS,1002,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00351,CDS,504,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00352,CDS,609,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00353,CDS,609,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00354,CDS,168,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00355,CDS,420,fosB,2.5.1.-,,Metallothiol transferase FosB,JAQFWG010000001,Other
EMCHGFBB_00356,CDS,585,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00357,CDS,198,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00358,CDS,171,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00359,CDS,438,yjaB,2.3.1.-,COG0456,Peptidyl-lysine N-acetyltransferase YjaB,JAQFWG010000001,Other
EMCHGFBB_00360,CDS,117,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00361,CDS,840,,,,DegV domain-containing protein,JAQFWG010000001,Other
EMCHGFBB_00362,CDS,1230,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00363,CDS,792,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00364,CDS,456,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00365,CDS,606,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00366,CDS,1041,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00367,CDS,558,yecD,3.-.-.-,COG1335,Isochorismatase family protein YecD,JAQFWG010000001,Other
EMCHGFBB_00368,CDS,1365,qacA,,,Antiseptic resistance protein,JAQFWG010000001,Other
EMCHGFBB_00369,CDS,753,pmdD,3.1.1.57,,"2-pyrone-4,6-dicarbaxylate hydrolase",JAQFWG010000001,Other
EMCHGFBB_00370,CDS,201,cspA_1,,COG1278,Cold shock protein CspA,JAQFWG010000001,Other
EMCHGFBB_00371,CDS,234,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00372,CDS,234,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00373,CDS,216,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00374,CDS,285,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00375,CDS,750,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00376,CDS,234,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00377,CDS,582,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00378,CDS,186,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00379,CDS,204,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00380,CDS,225,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00381,CDS,588,pspB,3.1.3.3,COG0406,Putative phosphoserine phosphatase 2,JAQFWG010000001,Other
EMCHGFBB_00382,CDS,492,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00383,CDS,423,,,,Organic hydroperoxide resistance protein-like protein,JAQFWG010000001,Other
EMCHGFBB_00384,CDS,717,aroD,4.2.1.10,,3-dehydroquinate dehydratase,JAQFWG010000001,Other
EMCHGFBB_00385,CDS,540,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00386,CDS,324,ydbP,,COG0526,Thioredoxin-like protein YdbP,JAQFWG010000001,Other
EMCHGFBB_00387,CDS,354,mgsR,,COG1393,Regulatory protein MgsR,JAQFWG010000001,Regulation
EMCHGFBB_00388,CDS,381,gcvH,,,Glycine cleavage system H protein,JAQFWG010000001,Other
EMCHGFBB_00389,CDS,387,rnmV,3.1.26.8,,Ribonuclease M5,JAQFWG010000001,Other
EMCHGFBB_00390,CDS,297,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00391,CDS,1026,metN2,7.4.2.11,,Methionine import ATP-binding protein MetN 2,JAQFWG010000001,Other
EMCHGFBB_00392,CDS,696,metP,,COG2011,Methionine import system permease protein MetP,JAQFWG010000001,Transport
EMCHGFBB_00393,CDS,810,metQ,,COG1464,Methionine-binding lipoprotein MetQ,JAQFWG010000001,Other
EMCHGFBB_00394,CDS,174,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00395,CDS,861,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00396,CDS,762,sufC,,COG0396,Vegetative protein 296,JAQFWG010000001,Other
EMCHGFBB_00397,CDS,1308,,,,Iron-sulfur cluster assembly SufBD family protein,JAQFWG010000001,Other
EMCHGFBB_00398,CDS,1242,csd,2.8.1.7,,putative cysteine desulfurase,JAQFWG010000001,Other
EMCHGFBB_00399,CDS,462,sufU,2.-.-.-,COG0822,Zinc-dependent sulfurtransferase SufU,JAQFWG010000001,Other
EMCHGFBB_00400,CDS,1398,,,,Iron-sulfur cluster assembly SufBD family protein,JAQFWG010000001,Other
EMCHGFBB_00401,CDS,1023,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00402,CDS,1077,nmoA,1.13.12.-,,Nitronate monooxygenase,JAQFWG010000001,Other
EMCHGFBB_00403,CDS,849,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00404,CDS,828,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00405,CDS,1320,mggB,3.1.3.-,COG0737,Mannosylglucosyl-3-phosphoglycerate phosphatase,JAQFWG010000001,Other
EMCHGFBB_00406,CDS,918,lipA,2.8.1.8,,Lipoyl synthase,JAQFWG010000001,Metabolism
EMCHGFBB_00407,CDS,375,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00408,CDS,267,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00409,CDS,435,yutE,3.1.-.-,COG2445,Putative RNase YutE,JAQFWG010000001,Other
EMCHGFBB_00410,CDS,780,yutF,3.1.3.5,COG0647,5'-nucleotidase YutF,JAQFWG010000001,Other
EMCHGFBB_00411,CDS,963,ghrB,1.1.1.79,COG1052,Glyoxylate/hydroxypyruvate reductase B,JAQFWG010000001,Other
EMCHGFBB_00412,CDS,153,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00413,CDS,1458,dltA,6.2.1.54,,D-alanine--D-alanyl carrier protein ligase,JAQFWG010000001,Metabolism
EMCHGFBB_00414,CDS,1215,dltB,2.3.1.-,COG1696,Teichoic acid D-alanyltransferase,JAQFWG010000001,Other
EMCHGFBB_00415,CDS,237,dltC,,COG0236,D-alanyl carrier protein,JAQFWG010000001,Other
EMCHGFBB_00416,CDS,1194,dltD,,COG3966,Protein DltD,JAQFWG010000001,Other
EMCHGFBB_00417,CDS,993,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00418,CDS,855,cysL,,COG0583,HTH-type transcriptional regulator CysL,JAQFWG010000001,Regulation
EMCHGFBB_00419,CDS,243,nfuA,,,Fe/S biogenesis protein NfuA,JAQFWG010000001,Other
EMCHGFBB_00420,CDS,321,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00421,CDS,1065,,1.6.5.9,COG1252,Type II NADH:quinone oxidoreductase,JAQFWG010000001,Redox / energy
EMCHGFBB_00422,CDS,246,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00423,CDS,360,,,COG0316,Protein,JAQFWG010000001,Other
EMCHGFBB_00424,CDS,1209,,1.6.5.9,COG1252,Type II NADH:quinone oxidoreductase,JAQFWG010000001,Redox / energy
EMCHGFBB_00425,CDS,1485,pepA_1,3.4.11.1,COG0260,Cytosol aminopeptidase,JAQFWG010000001,Other
EMCHGFBB_00426,CDS,1317,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00427,CDS,375,menI,3.1.2.28,,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",JAQFWG010000001,Other
EMCHGFBB_00428,CDS,1158,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00429,CDS,984,bioB,2.8.1.6,,Biotin synthase,JAQFWG010000001,Metabolism
EMCHGFBB_00430,CDS,357,mnhG1,,,Na(+)/H(+) antiporter subunit G1,JAQFWG010000001,Other
EMCHGFBB_00431,CDS,294,mnhF1,,,Na(+)/H(+) antiporter subunit F1,JAQFWG010000001,Other
EMCHGFBB_00432,CDS,483,mnhE1,,,Na(+)/H(+) antiporter subunit E1,JAQFWG010000001,Other
EMCHGFBB_00433,CDS,1497,mnhD1_2,,,Na(+)/H(+) antiporter subunit D1,JAQFWG010000001,Other
EMCHGFBB_00434,CDS,336,mnhC1,,,Na(+)/H(+) antiporter subunit C1,JAQFWG010000001,Other
EMCHGFBB_00435,CDS,429,mnhB1,,,Na(+)/H(+) antiporter subunit B1,JAQFWG010000001,Other
EMCHGFBB_00436,CDS,2424,mnhA1,,,Na(+)/H(+) antiporter subunit A1,JAQFWG010000001,Other
EMCHGFBB_00437,CDS,381,kapB,,,Kinase-associated lipoprotein B,JAQFWG010000001,Regulation
EMCHGFBB_00438,CDS,594,,5.2.1.8,,Putative peptidyl-prolyl cis-trans isomerase,JAQFWG010000001,Other
EMCHGFBB_00439,CDS,381,yugI,,COG1098,General stress protein 13,JAQFWG010000001,Other
EMCHGFBB_00440,CDS,738,,1.3.1.6,,NADH:fumarate oxidoreductase,JAQFWG010000001,Redox / energy
EMCHGFBB_00441,CDS,342,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00442,CDS,1191,rocD2,2.6.1.13,,Ornithine aminotransferase 2,JAQFWG010000001,Other
EMCHGFBB_00443,CDS,1245,gluD,1.4.1.2,,NAD-specific glutamate dehydrogenase,JAQFWG010000001,Redox / energy
EMCHGFBB_00444,CDS,294,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00445,CDS,957,,,,hypothetical protein,JAQFWG010000001,Other
EMCHGFBB_00446,CDS,909,glpQ,3.1.4.46,COG0584,Glycerophosphodiester phosphodiesterase,JAQFWG010000001,Other
EMCHGFBB_00447,CDS,1380,argH,4.3.2.1,COG0165,Argininosuccinate lyase,JAQFWG010000001,Other
EMCHGFBB_00448,CDS,1203,argG,6.3.4.5,COG0137,Argininosuccinate synthase,JAQFWG010000001,Metabolism
